"","CISP","mes","ano","letalidade_violenta","total_roubos","total_furtos","pessoas_desaparecidas","BASE","INAUGURAÇÃO","treatment","date","pop","tx_letalidade","tx_roubo","tx_furtos","tx_pessoas_desaparecidas"
"2952",31,9,2008,14,95,29,1,NA,"2020-01-01",0,2008-09-01,156128,8.96700143472023,60.8475097356016,18.5745029719205,0.640500102480016
"2953",32,9,2008,6,215,255,8,"Jacarepaguá","2020-02-04",1,2008-09-01,363938,1.64863245937495,59.0759964609357,70.0668795234353,2.19817661249993
"2954",33,9,2008,13,213,175,5,NA,"2020-01-01",0,2008-09-01,239644,5.42471332476507,88.8818413980738,73.0249870641452,2.08642820183272
"2955",34,9,2008,15,363,227,17,"Bangu","2019-09-20",1,2008-09-01,422114,3.5535424079751,85.9957262729973,53.7769417740231,4.02734806237178
"2956",35,9,2008,25,308,363,23,NA,"2020-01-01",0,2008-09-01,534585,4.67652478090481,57.6147853007473,67.9031398187379,4.30240279843243
"2957",36,9,2008,17,119,157,13,NA,"2020-01-01",0,2008-09-01,307643,5.52588552315509,38.6811986620856,51.0331780667852,4.22567716476565
"2958",37,9,2008,5,158,217,2,NA,"2020-01-01",0,2008-09-01,209633,2.38512066325435,75.3698129588376,103.514236785239,0.954048265301742
"2959",38,9,2008,4,210,118,8,NA,"2020-01-01",0,2008-09-01,205889,1.94279441835164,101.996706963461,57.3124353413733,3.88558883670327
"2960",39,9,2008,14,287,99,15,NA,"2020-01-01",0,2008-09-01,173950,8.04828973843058,164.989939637827,56.9129060074734,8.62316757688991
"2961",40,9,2008,4,227,72,7,NA,"2020-01-01",0,2008-09-01,110037,3.63514090714941,206.294246480729,65.4325363286894,6.36149658751147
"2962",41,9,2008,2,204,192,4,NA,"2020-01-01",0,2008-09-01,141096,1.41747462720417,144.582411974826,136.077564211601,2.83494925440835
"2963",43,9,2008,6,17,65,2,NA,"2020-01-01",0,2008-09-01,173676,3.45470876805085,9.78834150947742,37.4260116538842,1.15156958935028
"2964",44,9,2008,2,221,116,2,NA,"2020-01-01",0,2008-09-01,116974,1.70978166088191,188.930873527451,99.1673363311505,1.70978166088191
"2965",1,10,2008,1,165,362,2,"Centro2","2016-07-04",1,2008-10-01,1614,61.9578686493185,10223.0483271375,22428.7484510533,123.915737298637
"2966",4,10,2008,2,156,262,5,"Centro3","2016-10-01",1,2008-10-01,31120,6.426735218509,501.285347043702,841.902313624679,16.0668380462725
"2967",5,10,2008,3,205,451,2,"Centro1","2016-07-26",1,2008-10-01,37249,8.05390748744933,550.350344975704,1210.77075894655,5.36927165829955
"2968",5,10,2008,3,205,451,2,"Lapa","2014-01-01",1,2008-10-01,37249,8.05390748744933,550.350344975704,1210.77075894655,5.36927165829955
"2969",6,10,2008,3,136,143,2,"Centro4","2020-09-24",1,2008-10-01,79677,3.76520200308747,170.689157473298,179.474628813836,2.51013466872498
"2970",7,10,2008,0,60,60,0,NA,"2020-01-01",0,2008-10-01,40385,0,148.570013618918,148.570013618918,0
"2971",9,10,2008,3,157,269,1,"Flamengo","2015-12-01",1,2008-10-01,134690,2.22733684757591,116.563961689806,199.717870665974,0.742445615858638
"2972",9,10,2008,3,157,269,1,"Laranjeiras","2019-09-06",1,2008-10-01,134690,2.22733684757591,116.563961689806,199.717870665974,0.742445615858638
"2973",10,10,2008,1,198,338,2,"Botafogo","2019-10-04",1,2008-10-01,101872,0.981623998743521,194.361551751217,331.78891157531,1.96324799748704
"2974",12,10,2008,1,119,314,2,"Copacabana","2017-12-03",1,2008-10-01,90513,1.10481367317402,131.472827107708,346.911493376642,2.20962734634804
"2975",13,10,2008,0,91,218,0,"Copacabana","2017-12-03",1,2008-10-01,68549,0,132.751754219609,318.02068593269,0
"2976",14,10,2008,1,176,287,4,"Ipanema","2019-01-03",1,2008-10-01,87614,1.14137010066884,200.881137717716,327.573218891958,4.56548040267537
"2977",14,10,2008,1,176,287,4,"Leblon","2018-12-20",1,2008-10-01,87614,1.14137010066884,200.881137717716,327.573218891958,4.56548040267537
"2978",15,10,2008,4,77,172,0,"Lagoa","2015-12-01",1,2008-10-01,146384,2.73253907530878,52.601377199694,117.499180238277,0
"2979",16,10,2008,5,234,639,5,"Barra da Tijuca","2019-11-29",1,2008-10-01,300380,1.66455822624675,77.9013249883481,212.730541314335,1.66455822624675
"2980",17,10,2008,2,214,168,6,NA,"2020-01-01",0,2008-10-01,79243,2.52388223565488,270.055399215073,212.00610779501,7.57164670696465
"2981",18,10,2008,1,198,259,2,"Tijuca","2019-01-03",1,2008-10-01,66824,1.49646833473004,296.300730276547,387.58529869508,2.99293666946007
"2982",19,10,2008,1,197,221,8,"Tijuca","2019-01-03",1,2008-10-01,137507,0.727235704364142,143.265433759736,160.719090664475,5.81788563491313
"2983",20,10,2008,0,233,189,2,"Grajaú","2019-12-20",1,2008-10-01,161887,0,143.927554405233,116.748102071198,1.23542965154707
"2984",20,10,2008,0,233,189,2,"Vila Isabel","2019-12-20",1,2008-10-01,161887,0,143.927554405233,116.748102071198,1.23542965154707
"2985",21,10,2008,7,372,286,9,"Bonsucesso","2020-01-22",1,2008-10-01,262732,2.66431192241524,141.589147876924,108.856172830108,3.42554390024816
"2986",22,10,2008,12,288,164,3,NA,"2020-01-01",0,2008-10-01,236600,5.07185122569738,121.724429416737,69.3153000845309,1.26796280642434
"2987",23,10,2008,2,317,255,2,"Méier","2015-12-01",1,2008-10-01,91024,2.19722271049394,348.259799613289,280.145895587977,2.19722271049394
"2988",24,10,2008,2,178,103,1,NA,"2020-01-01",0,2008-10-01,95724,2.08934018636914,185.951276586854,107.601019598011,1.04467009318457
"2989",25,10,2008,7,201,88,2,NA,"2020-01-01",0,2008-10-01,128228,5.45902610974202,156.752035436878,68.6277568081854,1.55972174564058
"2990",26,10,2008,3,180,95,1,NA,"2020-01-01",0,2008-10-01,114891,2.6111705877745,156.67023526647,82.6870686128592,0.870390195924833
"2991",27,10,2008,8,401,199,6,"Irajá","2020-02-17",1,2008-10-01,187462,4.26753155306142,213.910019097204,106.154847382403,3.20064866479607
"2992",28,10,2008,4,147,155,5,NA,"2020-01-01",0,2008-10-01,169948,2.35366111987196,86.4970461552946,91.2043683950385,2.94207639983995
"2993",29,10,2008,15,314,277,3,"Madureira","2020-01-28",1,2008-10-01,103389,14.5083132635,303.707357649266,267.920184932633,2.9016626527
"2994",30,10,2008,4,178,122,6,NA,"2020-01-01",0,2008-10-01,124146,3.22201279139078,143.37956921689,98.2713901374188,4.83301918708617
"2995",31,10,2008,3,78,34,7,NA,"2020-01-01",0,2008-10-01,156227,1.92028266560838,49.9273493058178,21.7632035435616,4.48065955308621
"2996",32,10,2008,5,211,283,12,"Jacarepaguá","2020-02-04",1,2008-10-01,364169,1.3729889144875,57.9401321913727,77.7111725599927,3.29517339477001
"2997",33,10,2008,14,251,164,8,NA,"2020-01-01",0,2008-10-01,239797,5.83827153800923,104.671868288594,68.3911808738224,3.3361551645767
"2998",34,10,2008,17,415,219,20,"Bangu","2019-09-20",1,2008-10-01,422382,4.02479272317476,98.2522929480897,51.848800375016,4.73505026255854
"2999",35,10,2008,30,379,404,22,NA,"2020-01-01",0,2008-10-01,534925,5.60826284058513,70.8510538860588,75.5246062532131,4.11272608309576
"3000",36,10,2008,21,116,200,20,NA,"2020-01-01",0,2008-10-01,307839,6.82174773176888,37.682035089771,64.9690260168465,6.49690260168465
"3001",37,10,2008,3,159,243,3,NA,"2020-01-01",0,2008-10-01,209766,1.43016504104574,75.798747175424,115.843368324705,1.43016504104574
"3002",38,10,2008,12,251,148,6,NA,"2020-01-01",0,2008-10-01,206020,5.82467721580429,121.832831763906,71.8376856615862,2.91233860790215
"3003",39,10,2008,19,329,105,7,NA,"2020-01-01",0,2008-10-01,174060,10.9157761691371,189.015282086637,60.3240261978628,4.02160174652419
"3004",40,10,2008,0,267,83,3,NA,"2020-01-01",0,2008-10-01,110107,0,242.491394734213,75.3812200859164,2.72462241274397
"3005",41,10,2008,1,179,177,4,NA,"2020-01-01",0,2008-10-01,141186,0.708285524060459,126.783108806822,125.366537758701,2.83314209624184
"3006",43,10,2008,8,21,65,3,NA,"2020-01-01",0,2008-10-01,173786,4.60336275649362,12.0838272357957,37.4023223965107,1.72626103368511
"3007",44,10,2008,3,231,94,3,NA,"2020-01-01",0,2008-10-01,117048,2.56305105597704,197.354931310232,80.3089330872804,2.56305105597704
"3008",1,11,2008,0,161,353,10,"Centro2","2016-07-04",1,2008-11-01,1615,0,9969.04024767802,21857.5851393189,619.195046439629
"3009",4,11,2008,5,141,235,2,"Centro3","2016-10-01",1,2008-11-01,31140,16.0565189466924,452.793834296724,754.656390494541,6.42260757867694
"3010",5,11,2008,1,164,497,7,"Centro1","2016-07-26",1,2008-11-01,37273,2.68290719824001,439.996780511362,1333.40487752529,18.7803503876801
"3011",5,11,2008,1,164,497,7,"Lapa","2014-01-01",1,2008-11-01,37273,2.68290719824001,439.996780511362,1333.40487752529,18.7803503876801
"3012",6,11,2008,7,129,125,3,"Centro4","2020-09-24",1,2008-11-01,79728,8.77985149508328,161.800120409392,156.783062412201,3.76279349789284
"3013",7,11,2008,1,28,34,3,NA,"2020-01-01",0,2008-11-01,40411,2.47457375467076,69.2880651307812,84.1355076588058,7.42372126401227
"3014",9,11,2008,1,146,259,4,"Flamengo","2015-12-01",1,2008-11-01,134776,0.741971864426901,108.327892206328,192.170712886567,2.9678874577076
"3015",9,11,2008,1,146,259,4,"Laranjeiras","2019-09-06",1,2008-11-01,134776,0.741971864426901,108.327892206328,192.170712886567,2.9678874577076
"3016",10,11,2008,1,146,322,2,"Botafogo","2019-10-04",1,2008-11-01,101937,0.980998067433807,143.225717845336,315.881377713686,1.96199613486761
"3017",12,11,2008,0,104,261,5,"Copacabana","2017-12-03",1,2008-11-01,90570,0,114.828309594789,288.17489234846,5.52059180744176
"3018",13,11,2008,4,65,136,3,"Copacabana","2017-12-03",1,2008-11-01,68592,5.83158385817588,94.7632376953581,198.27385117798,4.37368789363191
"3019",14,11,2008,0,135,243,1,"Ipanema","2019-01-03",1,2008-11-01,87670,0,153.986540435725,277.175772784305,1.14064104026463
"3020",14,11,2008,0,135,243,1,"Leblon","2018-12-20",1,2008-11-01,87670,0,153.986540435725,277.175772784305,1.14064104026463
"3021",15,11,2008,4,65,121,0,"Lagoa","2015-12-01",1,2008-11-01,146477,2.73080415355312,44.3755674952382,82.6068256449818,0
"3022",16,11,2008,3,236,597,4,"Barra da Tijuca","2019-11-29",1,2008-11-01,300571,0.99810028246238,78.5172222203739,198.621956210014,1.33080037661651
"3023",17,11,2008,2,206,262,6,NA,"2020-01-01",0,2008-11-01,79293,2.52229074445411,259.795946678774,330.420087523489,7.56687223336234
"3024",18,11,2008,2,153,162,0,"Tijuca","2019-01-03",1,2008-11-01,66867,2.99101200891322,228.812418681861,242.27197272197,0
"3025",19,11,2008,0,182,219,3,"Tijuca","2019-01-03",1,2008-11-01,137594,0,132.273209587627,159.163917031266,2.18032763056529
"3026",20,11,2008,9,204,185,0,"Grajaú","2019-12-20",1,2008-11-01,161990,5.55589851225384,125.933699611087,114.204580529662,0
"3027",20,11,2008,9,204,185,0,"Vila Isabel","2019-12-20",1,2008-11-01,161990,5.55589851225384,125.933699611087,114.204580529662,0
"3028",21,11,2008,13,324,261,10,"Bonsucesso","2020-01-22",1,2008-11-01,262899,4.94486475794887,123.241244736572,99.2776693711273,3.80374212149913
"3029",22,11,2008,9,218,185,3,NA,"2020-01-01",0,2008-11-01,236751,3.8014622958298,92.0798644989884,78.1411694142791,1.26715409860993
"3030",23,11,2008,1,342,202,4,"Méier","2015-12-01",1,2008-11-01,91082,1.09791177181002,375.485825959026,221.778177905624,4.39164708724007
"3031",24,11,2008,2,117,111,1,NA,"2020-01-01",0,2008-11-01,95784,2.08803140399232,122.14983713355,115.885742921574,1.04401570199616
"3032",25,11,2008,5,164,71,5,NA,"2020-01-01",0,2008-11-01,128309,3.89684277798128,127.816443117786,55.3351674473342,3.89684277798128
"3033",26,11,2008,0,171,69,2,NA,"2020-01-01",0,2008-11-01,114964,0,148.742214954247,60.01878849031,1.73967502870464
"3034",27,11,2008,10,348,201,6,"Irajá","2020-02-17",1,2008-11-01,187582,5.33100190849868,185.518866415754,107.153138360824,3.19860114509921
"3035",28,11,2008,3,155,140,7,NA,"2020-01-01",0,2008-11-01,170056,1.76412475890295,91.1464458766524,82.3258220821376,4.11629110410688
"3036",29,11,2008,9,280,266,6,"Madureira","2020-01-28",1,2008-11-01,103455,8.69943453675511,270.649074476826,257.116620752984,5.79962302450341
"3037",30,11,2008,3,134,124,1,NA,"2020-01-01",0,2008-11-01,124225,2.41497283155564,107.868786476152,99.8188770376333,0.804990943851882
"3038",31,11,2008,2,68,27,2,NA,"2020-01-01",0,2008-11-01,156326,1.27937771068152,43.4988421631718,17.2715990942006,1.27937771068152
"3039",32,11,2008,7,181,239,6,"Jacarepaguá","2020-02-04",1,2008-11-01,364401,1.92096069988831,49.6705552399692,65.5870867533294,1.64653774276141
"3040",33,11,2008,17,218,169,7,NA,"2020-01-01",0,2008-11-01,239949,7.08483886159142,90.8526395192312,70.4316333887618,2.91728659006706
"3041",34,11,2008,10,374,214,17,"Bangu","2019-09-20",1,2008-11-01,422651,2.36601829878552,88.4890843745786,50.6327915940102,4.02223110793539
"3042",35,11,2008,22,303,428,15,NA,"2020-01-01",0,2008-11-01,535265,4.11011368200798,56.6074748022008,79.9603934499734,2.80235023773271
"3043",36,11,2008,27,88,153,13,NA,"2020-01-01",0,2008-11-01,308035,8.76523771649325,28.5681821870891,49.6696803934618,4.22029964127453
"3044",37,11,2008,7,150,247,8,NA,"2020-01-01",0,2008-11-01,209900,3.33492139113864,71.4626012386851,117.675083373035,3.81133873272987
"3045",38,11,2008,14,241,153,10,NA,"2020-01-01",0,2008-11-01,206151,6.79113853437529,116.904599056032,74.2174425542442,4.85081323883949
"3046",39,11,2008,25,309,106,9,NA,"2020-01-01",0,2008-11-01,174171,14.3537098598504,177.411853867751,60.8597298057656,5.16733554954614
"3047",40,11,2008,8,266,83,10,NA,"2020-01-01",0,2008-11-01,110177,7.26104359349048,241.429699483558,75.3333272824637,9.07630449186309
"3048",41,11,2008,0,146,178,4,NA,"2020-01-01",0,2008-11-01,141276,0,103.343809281123,125.994507205753,2.83133724057873
"3049",43,11,2008,1,18,61,5,NA,"2020-01-01",0,2008-11-01,173896,0.575056355522841,10.3510143994111,35.0784376868933,2.87528177761421
"3050",44,11,2008,5,190,89,2,NA,"2020-01-01",0,2008-11-01,117123,4.26901633325649,162.222620663747,75.9884907319655,1.7076065333026
"3051",1,12,2008,0,151,373,1,"Centro2","2016-07-04",1,2008-12-01,1616,0,9344.05940594059,23081.6831683168,61.8811881188119
"3052",4,12,2008,0,131,241,2,"Centro3","2016-10-01",1,2008-12-01,31160,0,420.410783055199,773.427471116816,6.41848523748395
"3053",5,12,2008,2,189,465,5,"Centro1","2016-07-26",1,2008-12-01,37296,5.36250536250536,506.756756756757,1246.7824967825,13.4062634062634
"3054",5,12,2008,2,189,465,5,"Lapa","2014-01-01",1,2008-12-01,37296,5.36250536250536,506.756756756757,1246.7824967825,13.4062634062634
"3055",6,12,2008,2,114,123,5,"Centro4","2020-09-24",1,2008-12-01,79779,2.50692538136602,142.894746737863,154.17591095401,6.26731345341506
"3056",7,12,2008,1,45,53,2,NA,"2020-01-01",0,2008-12-01,40436,2.47304382233653,111.286972005144,131.071322583836,4.94608764467306
"3057",9,12,2008,1,150,271,0,"Flamengo","2015-12-01",1,2008-12-01,134861,0.741504215451465,111.22563231772,200.947642387347,0
"3058",9,12,2008,1,150,271,0,"Laranjeiras","2019-09-06",1,2008-12-01,134861,0.741504215451465,111.22563231772,200.947642387347,0
"3059",10,12,2008,3,157,324,1,"Botafogo","2019-10-04",1,2008-12-01,102002,2.94111880159213,153.918550616655,317.64083057195,0.980372933864042
"3060",12,12,2008,1,116,239,0,"Copacabana","2017-12-03",1,2008-12-01,90628,1.1034117491283,127.995762898883,263.715408041665,0
"3061",13,12,2008,0,63,167,2,"Copacabana","2017-12-03",1,2008-12-01,68636,0,91.7885657672359,243.312547351244,2.91392272276939
"3062",14,12,2008,1,95,277,0,"Ipanema","2019-01-03",1,2008-12-01,87725,1.13992590481619,108.292960957538,315.759475634084,0
"3063",14,12,2008,1,95,277,0,"Leblon","2018-12-20",1,2008-12-01,87725,1.13992590481619,108.292960957538,315.759475634084,0
"3064",15,12,2008,8,53,113,6,"Lagoa","2015-12-01",1,2008-12-01,146570,5.45814286688954,36.1601964931432,77.0962679948148,4.09360715016716
"3065",16,12,2008,4,211,632,5,"Barra da Tijuca","2019-11-29",1,2008-12-01,300762,1.32995524700594,70.1551392795632,210.132929026938,1.66244405875742
"3066",17,12,2008,2,192,173,0,NA,"2020-01-01",0,2008-12-01,79344,2.5206694898165,241.984271022384,218.037910869127,0
"3067",18,12,2008,2,170,232,1,"Tijuca","2019-01-03",1,2008-12-01,66909,2.98913449610665,254.076432169065,346.739601548372,1.49456724805333
"3068",19,12,2008,1,184,226,1,"Tijuca","2019-01-03",1,2008-12-01,137681,0.726316630471888,133.642260006827,164.147558486647,0.726316630471888
"3069",20,12,2008,9,198,171,3,"Grajaú","2019-12-20",1,2008-12-01,162093,5.55236808498825,122.152097869741,105.494993614777,1.85078936166275
"3070",20,12,2008,9,198,171,3,"Vila Isabel","2019-12-20",1,2008-12-01,162093,5.55236808498825,122.152097869741,105.494993614777,1.85078936166275
"3071",21,12,2008,11,449,265,11,"Bonsucesso","2020-01-22",1,2008-12-01,263066,4.18146016588993,170.67960131678,100.735176723712,4.18146016588993
"3072",22,12,2008,5,264,186,5,NA,"2020-01-01",0,2008-12-01,236901,2.11058627865649,111.438955513062,78.5138095660213,2.11058627865649
"3073",23,12,2008,0,242,268,4,"Méier","2015-12-01",1,2008-12-01,91140,0,265.525565064736,294.053105113013,4.3888523151196
"3074",24,12,2008,5,127,88,2,NA,"2020-01-01",0,2008-12-01,95845,5.21675622098179,132.505608012938,91.8149094892796,2.08670248839272
"3075",25,12,2008,3,178,74,3,NA,"2020-01-01",0,2008-12-01,128391,2.33661237937239,138.639001176095,57.6364386911855,2.33661237937239
"3076",26,12,2008,8,148,80,4,NA,"2020-01-01",0,2008-12-01,115037,6.9542842737554,128.654259064475,69.542842737554,3.4771421368777
"3077",27,12,2008,7,319,218,5,"Irajá","2020-02-17",1,2008-12-01,187701,3.72933548569267,169.951145705137,116.142162268715,2.66381106120905
"3078",28,12,2008,0,167,119,3,NA,"2020-01-01",0,2008-12-01,170164,0,98.1406172868527,69.9325356714699,1.76300510096143
"3079",29,12,2008,15,288,293,6,"Madureira","2020-01-28",1,2008-12-01,103520,14.4899536321484,278.207109737249,283.037094281298,5.79598145285935
"3080",30,12,2008,4,166,129,4,NA,"2020-01-01",0,2008-12-01,124304,3.2179173638821,133.543570601107,103.777834985198,3.2179173638821
"3081",31,12,2008,6,57,27,3,NA,"2020-01-01",0,2008-12-01,156426,3.83567949062176,36.4389551609068,17.2605577077979,1.91783974531088
"3082",32,12,2008,5,171,251,5,"Jacarepaguá","2020-02-04",1,2008-12-01,364632,1.37124552973957,46.8965971170934,68.8365255929266,1.37124552973957
"3083",33,12,2008,8,236,148,13,NA,"2020-01-01",0,2008-12-01,240102,3.33191726849422,98.2915594205796,61.6404694671431,5.41436556130311
"3084",34,12,2008,15,390,280,18,"Bangu","2019-09-20",1,2008-12-01,422919,3.54677846112376,92.2162399892178,66.2065312743102,4.25613415334851
"3085",35,12,2008,26,354,502,19,NA,"2020-01-01",0,2008-12-01,535606,4.8543145521148,66.0933596711015,93.7256117369858,3.54738371116082
"3086",36,12,2008,27,100,146,11,NA,"2020-01-01",0,2008-12-01,308231,8.7596640182201,32.4432000674819,47.3670720985235,3.568752007423
"3087",37,12,2008,10,173,248,2,NA,"2020-01-01",0,2008-12-01,210033,4.76115658015645,82.3680088367066,118.07668318788,0.95223131603129
"3088",38,12,2008,11,253,133,3,NA,"2020-01-01",0,2008-12-01,206282,5.3325059869499,122.647637699848,64.4748451149397,1.4543198146227
"3089",39,12,2008,18,394,95,5,NA,"2020-01-01",0,2008-12-01,174282,10.3280889592729,226.070391664085,54.5093583961625,2.86891359979803
"3090",40,12,2008,7,242,79,4,NA,"2020-01-01",0,2008-12-01,110247,6.34937912142734,219.507106769345,71.6572786561086,3.62821664081562
"3091",41,12,2008,5,156,202,3,NA,"2020-01-01",0,2008-12-01,141366,3.53691835377672,110.351852637834,142.89150149258,2.12215101226603
"3092",43,12,2008,1,29,52,2,NA,"2020-01-01",0,2008-12-01,174007,0.574689523984667,16.6659961955554,29.8838552472027,1.14937904796933
"3093",44,12,2008,8,179,91,2,NA,"2020-01-01",0,2008-12-01,117197,6.82611329641544,152.734285007295,77.6470387467256,1.70652832410386
"3094",1,1,2009,0,149,293,0,"Centro2","2016-07-04",1,2009-01-01,1617,0,9214.59492888064,18119.9752628324,0
"3095",4,1,2009,4,177,268,3,"Centro3","2016-10-01",1,2009-01-01,31180,12.8287363694676,567.671584348942,859.52533675433,9.6215522771007
"3096",5,1,2009,1,219,431,5,"Centro1","2016-07-26",1,2009-01-01,37320,2.67952840300107,586.816720257235,1154.87674169346,13.3976420150054
"3097",5,1,2009,1,219,431,5,"Lapa","2014-01-01",1,2009-01-01,37320,2.67952840300107,586.816720257235,1154.87674169346,13.3976420150054
"3098",6,1,2009,4,151,159,6,"Centro4","2020-09-24",1,2009-01-01,79829,5.01071039346603,189.154317353343,199.175738140275,7.51606559019905
"3099",7,1,2009,2,44,52,0,NA,"2020-01-01",0,2009-01-01,40462,4.94290939647076,108.744006722357,128.51564430824,0
