"","CISP","mes","ano","letalidade_violenta","total_roubos","total_furtos","pessoas_desaparecidas","BASE","INAUGURAÇÃO","treatment","date","pop","tx_letalidade","tx_roubo","tx_furtos","tx_pessoas_desaparecidas"
"2763",15,5,2008,0,53,123,1,"Lagoa","2015-12-01",1,2008-05-01,145923,0,36.3205252085004,84.2910302008594,0.685292928462271
"2764",16,5,2008,5,209,614,6,"Barra da Tijuca","2019-11-29",1,2008-05-01,299435,1.6698114782841,69.7981197922755,205.052849533288,2.00377377394092
"2765",17,5,2008,2,199,198,4,NA,"2020-01-01",0,2008-05-01,78994,2.53183786110338,251.917867179786,250.651948249234,5.06367572220675
"2766",18,5,2008,4,203,292,2,"Tijuca","2019-01-03",1,2008-05-01,66614,6.00474374756057,304.740745188699,438.346293571922,3.00237187378029
"2767",19,5,2008,6,216,206,1,"Tijuca","2019-01-03",1,2008-05-01,137074,4.37719771802092,157.579117848753,150.283788318718,0.729532953003487
"2768",20,5,2008,3,190,151,2,"Grajaú","2019-12-20",1,2008-05-01,161378,1.85898945333317,117.735998711101,93.5691358177695,1.23932630222211
"2769",20,5,2008,3,190,151,2,"Vila Isabel","2019-12-20",1,2008-05-01,161378,1.85898945333317,117.735998711101,93.5691358177695,1.23932630222211
"2770",21,5,2008,13,370,289,6,"Bonsucesso","2020-01-22",1,2008-05-01,261905,4.96363185124377,141.272598843092,110.345354231496,2.29090700826636
"2771",22,5,2008,16,328,186,4,NA,"2020-01-01",0,2008-05-01,235856,6.78380028491961,139.067905840852,78.8616783121905,1.6959500712299
"2772",23,5,2008,2,299,258,1,"Méier","2015-12-01",1,2008-05-01,90738,2.20414820692543,329.520156935352,284.335118693381,1.10207410346272
"2773",24,5,2008,2,134,83,2,NA,"2020-01-01",0,2008-05-01,95422,2.09595271530674,140.428831925552,86.9820376852298,2.09595271530674
"2774",25,5,2008,14,170,103,1,NA,"2020-01-01",0,2008-05-01,127824,10.9525597696833,132.995368631869,80.5795468769558,0.782325697834522
"2775",26,5,2008,4,158,96,2,NA,"2020-01-01",0,2008-05-01,114530,3.49253470706365,137.955120929014,83.8208329695276,1.74626735353183
"2776",27,5,2008,7,323,153,6,"Irajá","2020-02-17",1,2008-05-01,186873,3.7458594874594,172.844659207055,81.873785940184,3.21073670353663
"2777",28,5,2008,5,138,118,5,NA,"2020-01-01",0,2008-05-01,169414,2.95134994746597,81.4572585500608,69.6518587601969,2.95134994746597
"2778",29,5,2008,10,236,215,3,"Madureira","2020-01-28",1,2008-05-01,103064,9.70270899635178,228.983932313902,208.608243421563,2.91081269890553
"2779",30,5,2008,6,132,109,4,NA,"2020-01-01",0,2008-05-01,123756,4.84824978182876,106.661495200233,88.0765377032225,3.23216652121917
"2780",31,5,2008,1,55,17,0,NA,"2020-01-01",0,2008-05-01,155735,0.642116415706168,35.3164028638392,10.9159790670048,0
"2781",32,5,2008,11,189,264,12,"Jacarepaguá","2020-02-04",1,2008-05-01,363024,3.0301026929349,52.0626735422451,72.7224646304377,3.3055665741108
"2782",33,5,2008,11,271,193,2,NA,"2020-01-01",0,2008-05-01,239042,4.60170179299035,113.369198718217,80.7389496406489,0.836673053270973
"2783",34,5,2008,14,322,243,9,"Bangu","2019-09-20",1,2008-05-01,421053,3.32499709062755,76.4749330844336,57.7124495016067,2.13749812968914
"2784",35,5,2008,18,251,357,20,NA,"2020-01-01",0,2008-05-01,533242,3.3755780677441,47.0705608335427,66.948965010258,3.75064229749345
"2785",36,5,2008,14,98,165,12,NA,"2020-01-01",0,2008-05-01,306871,4.56217759253888,31.9352431477722,53.7685216263511,3.9104379364619
"2786",37,5,2008,2,124,230,2,NA,"2020-01-01",0,2008-05-01,209106,0.956452708195843,59.3000679081423,109.992061442522,0.956452708195843
"2787",38,5,2008,2,305,144,1,NA,"2020-01-01",0,2008-05-01,205371,0.973847329954083,148.511717817998,70.117007756694,0.486923664977042
"2788",39,5,2008,28,249,92,2,NA,"2020-01-01",0,2008-05-01,173513,16.1371194089204,143.505097600756,53.0219637721669,1.15265138635145
"2789",40,5,2008,8,189,71,0,NA,"2020-01-01",0,2008-05-01,109760,7.28862973760933,172.19387755102,64.6865889212828,0
"2790",41,5,2008,2,152,149,3,NA,"2020-01-01",0,2008-05-01,140742,1.42103991701127,107.999033692856,105.86747381734,2.1315598755169
"2791",43,5,2008,5,21,54,4,NA,"2020-01-01",0,2008-05-01,173239,2.88618613591628,12.1219817708484,31.1708102678958,2.30894890873302
"2792",44,5,2008,5,235,97,1,NA,"2020-01-01",0,2008-05-01,116680,4.2852245457662,201.405553651011,83.1333561878642,0.85704490915324
"2793",1,6,2008,1,135,364,2,"Centro2","2016-07-04",1,2008-06-01,1610,62.111801242236,8385.09316770186,22608.6956521739,124.223602484472
"2794",4,6,2008,6,146,221,4,"Centro3","2016-10-01",1,2008-06-01,31042,19.3286515044134,470.330519940726,711.938663745893,12.8857676696089
"2795",5,6,2008,1,242,429,2,"Centro1","2016-07-26",1,2008-06-01,37155,2.6914278024492,651.325528192706,1154.62252725071,5.3828556048984
"2796",5,6,2008,1,242,429,2,"Lapa","2014-01-01",1,2008-06-01,37155,2.6914278024492,651.325528192706,1154.62252725071,5.3828556048984
"2797",6,6,2008,11,122,96,2,"Centro4","2020-09-24",1,2008-06-01,79477,13.8404821520692,153.503529322949,120.789662418058,2.51645130037621
"2798",7,6,2008,1,52,39,2,NA,"2020-01-01",0,2008-06-01,40284,2.48237513653063,129.083507099593,96.8126303246947,4.96475027306126
"2799",9,6,2008,2,160,309,1,"Flamengo","2015-12-01",1,2008-06-01,134352,1.48862689055615,119.090151244492,229.992854590925,0.744313445278076
"2800",9,6,2008,2,160,309,1,"Laranjeiras","2019-09-06",1,2008-06-01,134352,1.48862689055615,119.090151244492,229.992854590925,0.744313445278076
"2801",10,6,2008,1,140,317,0,"Botafogo","2019-10-04",1,2008-06-01,101616,0.984096992599591,137.773578963943,311.95874665407,0
"2802",12,6,2008,0,92,243,0,"Copacabana","2017-12-03",1,2008-06-01,90285,0,101.899540344465,269.147698953314,0
"2803",13,6,2008,0,93,151,2,"Copacabana","2017-12-03",1,2008-06-01,68376,0,136.012636012636,220.837720837721,2.92500292500293
"2804",14,6,2008,1,135,235,1,"Ipanema","2019-01-03",1,2008-06-01,87394,1.14424331189784,154.472847106209,268.897178295993,1.14424331189784
"2805",14,6,2008,1,135,235,1,"Leblon","2018-12-20",1,2008-06-01,87394,1.14424331189784,154.472847106209,268.897178295993,1.14424331189784
"2806",15,6,2008,1,55,115,0,"Lagoa","2015-12-01",1,2008-06-01,146016,0.684856454087223,37.6671049747973,78.7584922200307,0
"2807",16,6,2008,6,172,586,5,"Barra da Tijuca","2019-11-29",1,2008-06-01,299625,2.00250312891114,57.4050896954527,195.577805590321,1.66875260742595
"2808",17,6,2008,4,174,131,5,NA,"2020-01-01",0,2008-06-01,79044,5.06047264814534,220.130560194322,165.73047922676,6.32559081018167
"2809",18,6,2008,1,183,225,2,"Tijuca","2019-01-03",1,2008-06-01,66656,1.50024003840614,274.543927028325,337.554008641383,3.00048007681229
"2810",19,6,2008,1,207,253,2,"Tijuca","2019-01-03",1,2008-06-01,137161,0.729070216752575,150.917534867783,184.454764838402,1.45814043350515
"2811",20,6,2008,8,256,182,2,"Grajaú","2019-12-20",1,2008-06-01,161480,4.95417389150359,158.533564528115,112.707456031707,1.2385434728759
"2812",20,6,2008,8,256,182,2,"Vila Isabel","2019-12-20",1,2008-06-01,161480,4.95417389150359,158.533564528115,112.707456031707,1.2385434728759
"2813",21,6,2008,12,330,310,8,"Bonsucesso","2020-01-22",1,2008-06-01,262072,4.57889434964437,125.91959461522,118.28810403248,3.05259623309625
"2814",22,6,2008,15,262,230,2,NA,"2020-01-01",0,2008-06-01,236006,6.35577061600129,111.014126759489,97.4551494453531,0.847436082133505
"2815",23,6,2008,3,301,237,3,"Méier","2015-12-01",1,2008-06-01,90796,3.30411031322966,331.512401427376,261.024714745143,3.30411031322966
"2816",24,6,2008,1,119,104,1,NA,"2020-01-01",0,2008-06-01,95483,1.04730685043411,124.629515201659,108.919912445147,1.04730685043411
"2817",25,6,2008,8,215,101,2,NA,"2020-01-01",0,2008-06-01,127905,6.25464211719636,168.093506899652,78.964856729604,1.56366052929909
"2818",26,6,2008,0,133,91,5,NA,"2020-01-01",0,2008-06-01,114602,0,116.053821050243,79.4052459817455,4.36292560339261
"2819",27,6,2008,2,329,177,3,"Irajá","2020-02-17",1,2008-06-01,186991,1.06957019321786,175.944296784337,94.6569620997802,1.60435528982678
"2820",28,6,2008,2,132,136,2,NA,"2020-01-01",0,2008-06-01,169521,1.17979483367842,77.8664590227759,80.2260486901328,1.17979483367842
"2821",29,6,2008,6,213,202,2,"Madureira","2020-01-28",1,2008-06-01,103129,5.8179561520038,206.537443396135,195.871190450795,1.9393187173346
"2822",30,6,2008,4,129,121,4,NA,"2020-01-01",0,2008-06-01,123834,3.23013065878515,104.171713745821,97.7114524282507,3.23013065878515
"2823",31,6,2008,3,62,30,0,NA,"2020-01-01",0,2008-06-01,155834,1.92512545400875,39.7859260495142,19.2512545400875,0
"2824",32,6,2008,9,164,293,10,"Jacarepaguá","2020-02-04",1,2008-06-01,363254,2.47760520186977,45.1474725674046,80.6598137942046,2.75289466874418
"2825",33,6,2008,14,250,183,7,NA,"2020-01-01",0,2008-06-01,239194,5.85298962348554,104.517671847956,76.5069357927038,2.92649481174277
"2826",34,6,2008,12,347,219,12,"Bangu","2019-09-20",1,2008-06-01,421321,2.84818463831615,82.3600057913088,51.9793696492698,2.84818463831615
"2827",35,6,2008,5,268,399,13,NA,"2020-01-01",0,2008-06-01,533581,0.937064850510044,50.2266759873384,74.7777750707016,2.43636861132612
"2828",36,6,2008,12,109,169,12,NA,"2020-01-01",0,2008-06-01,307066,3.90795464167313,35.4972546618642,55.0370278702299,3.90795464167313
"2829",37,6,2008,5,154,226,4,NA,"2020-01-01",0,2008-06-01,209239,2.38961187923857,73.6000458805481,108.010456941584,1.91168950339086
"2830",38,6,2008,4,236,120,4,NA,"2020-01-01",0,2008-06-01,205502,1.94645307588247,114.840731477066,58.3935922764742,1.94645307588247
"2831",39,6,2008,23,257,114,6,NA,"2020-01-01",0,2008-06-01,173623,13.2470928390824,148.02186346279,65.6595036371909,3.45576334932584
"2832",40,6,2008,2,159,90,1,NA,"2020-01-01",0,2008-06-01,109830,1.82099608485842,144.769188746244,81.9448238186288,0.910498042429209
"2833",41,6,2008,1,203,166,7,NA,"2020-01-01",0,2008-06-01,140831,0.710070936086515,144.144400025563,117.871775390362,4.9704965526056
"2834",43,6,2008,6,16,57,5,NA,"2020-01-01",0,2008-06-01,173349,3.46122561999204,9.22993498664544,32.8816433899244,2.8843546833267
"2835",44,6,2008,7,209,98,5,NA,"2020-01-01",0,2008-06-01,116754,5.99551193106874,179.008856227624,83.9371670349624,4.28250852219196
"2836",1,7,2008,1,164,337,2,"Centro2","2016-07-04",1,2008-07-01,1611,62.0732464307883,10180.0124146493,20918.6840471757,124.146492861577
"2837",4,7,2008,7,151,278,4,"Centro3","2016-10-01",1,2008-07-01,31061,22.5362995396156,486.140175783136,895.013038859019,12.8778854512089
"2838",5,7,2008,0,211,443,7,"Centro1","2016-07-26",1,2008-07-01,37178,0,567.539942977029,1191.56490397547,18.8283393404702
"2839",5,7,2008,0,211,443,7,"Lapa","2014-01-01",1,2008-07-01,37178,0,567.539942977029,1191.56490397547,18.8283393404702
"2840",6,7,2008,5,106,104,3,"Centro4","2020-09-24",1,2008-07-01,79525,6.28733102797862,133.291417793147,130.776485381955,3.77239861678717
"2841",7,7,2008,0,54,50,1,NA,"2020-01-01",0,2008-07-01,40308,0,133.968442988985,124.04485461943,2.48089709238861
"2842",9,7,2008,1,181,292,0,"Flamengo","2015-12-01",1,2008-07-01,134434,0.743859440320157,134.638558697948,217.206956573486,0
"2843",9,7,2008,1,181,292,0,"Laranjeiras","2019-09-06",1,2008-07-01,134434,0.743859440320157,134.638558697948,217.206956573486,0
"2844",10,7,2008,0,161,308,0,"Botafogo","2019-10-04",1,2008-07-01,101678,0,158.343004386396,302.917051869628,0
"2845",12,7,2008,2,108,222,1,"Copacabana","2017-12-03",1,2008-07-01,90340,2.21385875581138,119.548372813814,245.738321895063,1.10692937790569
"2846",13,7,2008,1,89,181,0,"Copacabana","2017-12-03",1,2008-07-01,68418,1.46160367154842,130.08272676781,264.550264550265,0
"2847",14,7,2008,1,147,267,0,"Ipanema","2019-01-03",1,2008-07-01,87447,1.14354980731186,168.101821674843,305.327798552266,0
"2848",14,7,2008,1,147,267,0,"Leblon","2018-12-20",1,2008-07-01,87447,1.14354980731186,168.101821674843,305.327798552266,0
"2849",15,7,2008,8,90,123,2,"Lagoa","2015-12-01",1,2008-07-01,146105,5.47551418500394,61.5995345812943,84.1860305944355,1.36887854625098
"2850",16,7,2008,1,225,650,3,"Barra da Tijuca","2019-11-29",1,2008-07-01,299808,0.333546803287437,75.0480307396734,216.805422136834,1.00064040986231
"2851",17,7,2008,3,194,156,1,NA,"2020-01-01",0,2008-07-01,79092,3.79305113032924,245.283973094624,197.23865877712,1.26435037677641
"2852",18,7,2008,0,175,268,1,"Tijuca","2019-01-03",1,2008-07-01,66697,0,262.380616819347,401.8171731862,1.49931781039627
"2853",19,7,2008,2,195,238,1,"Tijuca","2019-01-03",1,2008-07-01,137245,1.45724798717622,142.081678749681,173.41251047397,0.728623993588109
"2854",20,7,2008,3,252,203,3,"Grajaú","2019-12-20",1,2008-07-01,161579,1.85667691964921,155.960861250534,125.635138229597,1.85667691964921
"2855",20,7,2008,3,252,203,3,"Vila Isabel","2019-12-20",1,2008-07-01,161579,1.85667691964921,155.960861250534,125.635138229597,1.85667691964921
"2856",21,7,2008,9,359,241,12,"Bonsucesso","2020-01-22",1,2008-07-01,262231,3.43208850212217,136.902196917985,91.9037032234938,4.57611800282957
"2857",22,7,2008,8,278,196,4,NA,"2020-01-01",0,2008-07-01,236150,3.38767732373491,117.721786999788,82.9980944315054,1.69383866186746
"2858",23,7,2008,1,347,214,0,"Méier","2015-12-01",1,2008-07-01,90851,1.10070334944029,381.944062255781,235.550516780223,0
"2859",24,7,2008,3,130,91,1,NA,"2020-01-01",0,2008-07-01,95541,3.14001318805539,136.067238149067,95.2470667043468,1.04667106268513
"2860",25,7,2008,3,286,87,6,NA,"2020-01-01",0,2008-07-01,127983,2.34406132064415,223.467179234742,67.9777782986803,4.6881226412883
"2861",26,7,2008,1,181,108,3,NA,"2020-01-01",0,2008-07-01,114672,0.872052462676155,157.841495744384,94.1816659690247,2.61615738802846
"2862",27,7,2008,12,278,181,4,"Irajá","2020-02-17",1,2008-07-01,187105,6.41351113011411,148.57967451431,96.7371262125544,2.13783704337137
"2863",28,7,2008,3,140,138,6,NA,"2020-01-01",0,2008-07-01,169625,1.76860722181282,82.5350036845984,81.3559322033898,3.53721444362564
"2864",29,7,2008,14,255,214,3,"Madureira","2020-01-28",1,2008-07-01,103192,13.5669431738894,247.112179238701,207.380417086596,2.9072021086906
"2865",30,7,2008,6,160,112,1,NA,"2020-01-01",0,2008-07-01,123910,4.84222419498023,129.125978532806,90.3881849729643,0.807037365830038
"2866",31,7,2008,2,50,31,0,NA,"2020-01-01",0,2008-07-01,155929,1.28263504543735,32.0658761359337,19.8808432042789,0
"2867",32,7,2008,8,236,222,5,"Jacarepaguá","2020-02-04",1,2008-07-01,363476,2.20097062804697,64.9286335273856,61.0769349283034,1.37560664252936
"2868",33,7,2008,17,259,188,5,NA,"2020-01-01",0,2008-07-01,239340,7.10286621542575,108.21425587031,78.5493440294142,2.08907829865463
"2869",34,7,2008,14,400,237,11,"Bangu","2019-09-20",1,2008-07-01,421578,3.32085640142512,94.8816114692892,56.2173547955538,2.60924431540545
"2870",35,7,2008,3,279,398,10,NA,"2020-01-01",0,2008-07-01,533906,0.561896663457612,52.2563897015579,74.5449573520432,1.87298887819204
"2871",36,7,2008,12,111,187,15,NA,"2020-01-01",0,2008-07-01,307253,3.90557618640013,36.1265797242012,60.8618955714021,4.88197023300017
"2872",37,7,2008,3,122,236,1,NA,"2020-01-01",0,2008-07-01,209367,1.43289057014716,58.2708831859844,112.720724851576,0.477630190049053
"2873",38,7,2008,6,206,139,3,NA,"2020-01-01",0,2008-07-01,205627,2.91790474986262,100.18139641195,67.5981267051506,1.45895237493131
"2874",39,7,2008,27,265,118,9,NA,"2020-01-01",0,2008-07-01,173729,15.5414467360084,152.53642166823,67.9218783277403,5.18048224533613
"2875",40,7,2008,6,153,86,5,NA,"2020-01-01",0,2008-07-01,109897,5.4596576794635,139.221270826319,78.2550934056435,4.54971473288625
"2876",41,7,2008,0,214,195,6,NA,"2020-01-01",0,2008-07-01,140917,0,151.862443849926,138.379329676334,4.25782552850259
"2877",43,7,2008,1,20,58,3,NA,"2020-01-01",0,2008-07-01,173455,0.576518405350091,11.5303681070018,33.4380675103053,1.72955521605027
"2878",44,7,2008,5,270,118,6,NA,"2020-01-01",0,2008-07-01,116825,4.27990584207147,231.11491547186,101.005777872887,5.13588701048577
"2879",1,8,2008,0,155,333,1,"Centro2","2016-07-04",1,2008-08-01,1612,0,9615.38461538462,20657.5682382134,62.0347394540943
"2880",4,8,2008,2,134,241,6,"Centro3","2016-10-01",1,2008-08-01,31081,6.43479939512886,431.131559473633,775.393327113027,19.3043981853866
"2881",5,8,2008,2,212,407,5,"Centro1","2016-07-26",1,2008-08-01,37202,5.37605505080372,569.861835385194,1094.02720283856,13.4401376270093
"2882",5,8,2008,2,212,407,5,"Lapa","2014-01-01",1,2008-08-01,37202,5.37605505080372,569.861835385194,1094.02720283856,13.4401376270093
"2883",6,8,2008,5,122,97,5,"Centro4","2020-09-24",1,2008-08-01,79576,6.28330149793908,153.312556549713,121.896049060018,6.28330149793908
"2884",7,8,2008,0,76,47,2,NA,"2020-01-01",0,2008-08-01,40334,0,188.426637576238,116.526999553726,4.95859572569048
"2885",9,8,2008,1,172,284,1,"Flamengo","2015-12-01",1,2008-08-01,134519,0.74338940967447,127.862978464009,211.122592347549,0.74338940967447
"2886",9,8,2008,1,172,284,1,"Laranjeiras","2019-09-06",1,2008-08-01,134519,0.74338940967447,127.862978464009,211.122592347549,0.74338940967447
"2887",10,8,2008,1,154,297,1,"Botafogo","2019-10-04",1,2008-08-01,101743,0.982868600296826,151.361764445711,291.911974288157,0.982868600296826
"2888",12,8,2008,0,121,219,3,"Copacabana","2017-12-03",1,2008-08-01,90398,0,133.852518861037,242.261996946835,3.3186574924224
"2889",13,8,2008,0,85,176,1,"Copacabana","2017-12-03",1,2008-08-01,68462,0,124.156466360901,257.076918582571,1.46066431012825
"2890",14,8,2008,0,151,282,2,"Ipanema","2019-01-03",1,2008-08-01,87503,0,172.565512039587,322.274664868633,2.28563592105414
"2891",14,8,2008,0,151,282,2,"Leblon","2018-12-20",1,2008-08-01,87503,0,172.565512039587,322.274664868633,2.28563592105414
"2892",15,8,2008,3,73,131,1,"Lagoa","2015-12-01",1,2008-08-01,146198,2.0520116554262,49.9322836153709,89.6045089536109,0.684003885142068
"2893",16,8,2008,4,230,615,10,"Barra da Tijuca","2019-11-29",1,2008-08-01,299998,1.33334222228148,76.6671777811852,205.001366675778,3.3333555557037
"2894",17,8,2008,7,167,168,2,NA,"2020-01-01",0,2008-08-01,79142,8.84486113568017,211.013115665513,212.276667256324,2.52710318162291
"2895",18,8,2008,0,172,207,4,"Tijuca","2019-01-03",1,2008-08-01,66739,0,257.720373394867,310.163472632194,5.99349705569457
"2896",19,8,2008,3,189,215,5,"Tijuca","2019-01-03",1,2008-08-01,137332,2.18448722803134,137.622695365974,156.554918008913,3.6408120467189
"2897",20,8,2008,3,239,190,7,"Grajaú","2019-12-20",1,2008-08-01,161682,1.85549411808365,147.82103140733,117.514627478631,4.32948627552851
"2898",20,8,2008,3,239,190,7,"Vila Isabel","2019-12-20",1,2008-08-01,161682,1.85549411808365,147.82103140733,117.514627478631,4.32948627552851
"2899",21,8,2008,6,356,239,25,"Bonsucesso","2020-01-22",1,2008-08-01,262398,2.28660279422861,135.671765790898,91.0830113034398,9.52751164261923
"2900",22,8,2008,7,277,193,3,NA,"2020-01-01",0,2008-08-01,236300,2.96233601354211,117.223867964452,81.6758358019467,1.26957257723233
"2901",23,8,2008,5,289,236,6,"Méier","2015-12-01",1,2008-08-01,90909,5.5000055000055,317.900317900318,259.60025960026,6.6000066000066
"2902",24,8,2008,5,146,81,1,NA,"2020-01-01",0,2008-08-01,95602,5.23001610844961,152.716470366729,84.7262609568837,1.04600322168992
"2903",25,8,2008,4,219,90,3,NA,"2020-01-01",0,2008-08-01,128065,3.12341389138328,171.006910553235,70.2768125561238,2.34256041853746
"2904",26,8,2008,4,164,93,1,NA,"2020-01-01",0,2008-08-01,114745,3.48599067497494,142.925617673973,81.0492831931675,0.871497668743736
"2905",27,8,2008,12,331,168,6,"Irajá","2020-02-17",1,2008-08-01,187224,6.40943468786053,176.793573473486,89.7320856300474,3.20471734393027
"2906",28,8,2008,3,143,150,8,NA,"2020-01-01",0,2008-08-01,169732,1.76749228195037,84.2504654396342,88.3746140975184,4.71331275186765
"2907",29,8,2008,8,252,206,5,"Madureira","2020-01-28",1,2008-08-01,103258,7.7475837223266,244.048887253288,199.50028084991,4.84223982645412
"2908",30,8,2008,7,141,102,5,NA,"2020-01-01",0,2008-08-01,123989,5.64566211518764,113.719765463065,82.265362249877,4.0326157965626
"2909",31,8,2008,1,76,29,2,NA,"2020-01-01",0,2008-08-01,156028,0.640910605788705,48.7092060399415,18.5864075678724,1.28182121157741
"2910",32,8,2008,4,221,262,5,"Jacarepaguá","2020-02-04",1,2008-08-01,363707,1.09978636649831,60.7631967490315,72.0360070056391,1.37473295812288
"2911",33,8,2008,4,260,172,11,NA,"2020-01-01",0,2008-08-01,239492,1.67020192741302,108.563125281847,71.81868287876,4.59305530038582
"2912",34,8,2008,17,361,240,14,"Bangu","2019-09-20",1,2008-08-01,421846,4.02990664839776,85.5762529453877,56.892799742086,3.31874665162168
"2913",35,8,2008,31,322,498,19,NA,"2020-01-01",0,2008-08-01,534246,5.80257035148602,60.2718597799516,93.2154850012915,3.55641408639466
"2914",36,8,2008,11,135,161,18,NA,"2020-01-01",0,2008-08-01,307448,3.57784080559965,43.9098644323593,52.3665790637766,5.85464859098124
"2915",37,8,2008,3,122,245,3,NA,"2020-01-01",0,2008-08-01,209500,1.43198090692124,58.2338902147971,116.945107398568,1.43198090692124
"2916",38,8,2008,9,206,128,5,NA,"2020-01-01",0,2008-08-01,205758,4.37407051001662,100.117613895936,62.2090028091253,2.43003917223146
"2917",39,8,2008,8,289,127,5,NA,"2020-01-01",0,2008-08-01,173839,4.60195928416523,166.245779140469,73.0561036361231,2.87622455260327
"2918",40,8,2008,6,208,62,8,NA,"2020-01-01",0,2008-08-01,109967,5.45618230923823,189.147653386925,56.380550528795,7.27490974565097
"2919",41,8,2008,3,167,165,5,NA,"2020-01-01",0,2008-08-01,141007,2.12755395122228,118.43383661804,117.015467317225,3.54592325203713
"2920",43,8,2008,4,11,54,8,NA,"2020-01-01",0,2008-08-01,173565,2.30461210497508,6.33768328868147,31.1122634171636,4.60922420995016
"2921",44,8,2008,6,258,109,4,NA,"2020-01-01",0,2008-08-01,116900,5.13259195893926,220.701454234388,93.2420872540633,3.42172797262618
"2922",1,9,2008,1,181,345,4,"Centro2","2016-07-04",1,2008-09-01,1613,61.9962802231866,11221.3267203968,21388.7166769994,247.985120892746
"2923",4,9,2008,3,149,254,1,"Centro3","2016-10-01",1,2008-09-01,31101,9.64599209028649,479.084273817562,816.693996977589,3.21533069676216
"2924",5,9,2008,0,183,421,7,"Centro1","2016-07-26",1,2008-09-01,37225,0,491.605104096709,1130.96037609134,18.8045668233714
"2925",5,9,2008,0,183,421,7,"Lapa","2014-01-01",1,2008-09-01,37225,0,491.605104096709,1130.96037609134,18.8045668233714
"2926",6,9,2008,5,120,107,2,"Centro4","2020-09-24",1,2008-09-01,79627,6.27927712961684,150.702651110804,134.3765305738,2.51171085184674
"2927",7,9,2008,3,41,62,1,NA,"2020-01-01",0,2008-09-01,40359,7.43328625585371,101.588245496667,153.621249287643,2.47776208528457
"2928",9,9,2008,0,174,289,4,"Flamengo","2015-12-01",1,2008-09-01,134605,0,129.26711489172,214.7022770328,2.97165781360276
"2929",9,9,2008,0,174,289,4,"Laranjeiras","2019-09-06",1,2008-09-01,134605,0,129.26711489172,214.7022770328,2.97165781360276
"2930",10,9,2008,0,187,274,1,"Botafogo","2019-10-04",1,2008-09-01,101808,0,183.679082193934,269.134056262769,0.982241081250982
"2931",12,9,2008,3,100,220,4,"Copacabana","2017-12-03",1,2008-09-01,90455,3.31656624841081,110.55220828036,243.214858216793,4.42208833121442
"2932",13,9,2008,0,70,130,3,"Copacabana","2017-12-03",1,2008-09-01,68505,0,102.182322458215,189.767170279542,4.37924239106635
"2933",14,9,2008,0,138,275,3,"Ipanema","2019-01-03",1,2008-09-01,87558,0,157.609812924005,314.077525754357,3.42630028095662
"2934",14,9,2008,0,138,275,3,"Leblon","2018-12-20",1,2008-09-01,87558,0,157.609812924005,314.077525754357,3.42630028095662
"2935",15,9,2008,2,55,154,3,"Lagoa","2015-12-01",1,2008-09-01,146291,1.36713810145532,37.5962977900213,105.26963381206,2.05070715218298
"2936",16,9,2008,5,216,612,3,"Barra da Tijuca","2019-11-29",1,2008-09-01,300189,1.66561732775018,71.954668558808,203.871560916623,0.99937039665011
"2937",17,9,2008,5,193,176,2,NA,"2020-01-01",0,2008-09-01,79193,6.31368934122965,243.708408571465,222.241864811284,2.52547573649186
"2938",18,9,2008,1,165,185,1,"Tijuca","2019-01-03",1,2008-09-01,66782,1.49740948159684,247.072564463478,277.020754095415,1.49740948159684
"2939",19,9,2008,4,144,239,3,"Tijuca","2019-01-03",1,2008-09-01,137419,2.91080563823052,104.789002976299,173.920636884274,2.18310422867289
"2940",20,9,2008,8,191,176,2,"Grajaú","2019-12-20",1,2008-09-01,161784,4.94486475794887,118.058646096029,108.787024674875,1.23621618948722
"2941",20,9,2008,8,191,176,2,"Vila Isabel","2019-12-20",1,2008-09-01,161784,4.94486475794887,118.058646096029,108.787024674875,1.23621618948722
"2942",21,9,2008,12,379,244,13,"Bonsucesso","2020-01-22",1,2008-09-01,262565,4.57029687886809,144.345209757584,92.9293698703178,4.9511549521071
"2943",22,9,2008,11,302,188,4,NA,"2020-01-01",0,2008-09-01,236450,4.65214633114823,127.722562909706,79.5094100232607,1.69168957496299
"2944",23,9,2008,0,277,217,7,"Méier","2015-12-01",1,2008-09-01,90967,0,304.506029659107,238.548044895402,7.69509822243231
"2945",24,9,2008,1,124,105,6,NA,"2020-01-01",0,2008-09-01,95663,1.04533623239915,129.621692817495,109.760304401911,6.27201739439491
"2946",25,9,2008,3,196,98,8,NA,"2020-01-01",0,2008-09-01,128146,2.34107970596039,152.950540789412,76.475270394706,6.24287921589437
"2947",26,9,2008,5,165,115,2,NA,"2020-01-01",0,2008-09-01,114818,4.35471790137435,143.705690745354,100.15851173161,1.74188716054974
"2948",27,9,2008,3,357,188,6,"Irajá","2020-02-17",1,2008-09-01,187343,1.60134085607682,190.559561873142,100.350693647481,3.20268171215364
"2949",28,9,2008,1,131,128,6,NA,"2020-01-01",0,2008-09-01,169840,0.588789448893076,77.1314178049929,75.3650494583137,3.53273669335846
"2950",29,9,2008,5,268,253,11,"Madureira","2020-01-28",1,2008-09-01,103323,4.83919359677903,259.380776787356,244.863195997019,10.6462259129139
"2951",30,9,2008,6,170,117,4,NA,"2020-01-01",0,2008-09-01,124067,4.83609662521057,137.0227377143,94.3038841916061,3.22406441680705
